video,category,scene,frame_idx,time,gt_frame,gt_path,prompt,frame_path
0009-sunglasses4_scene04,sunglasses,04,2,1.0012,30,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00031.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_02.jpg
0009-sunglasses4_scene04,sunglasses,04,3,1.4018,42,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00043.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_03.jpg
0009-sunglasses4_scene04,sunglasses,04,4,1.8023,53,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00054.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_04.jpg
0009-sunglasses4_scene04,sunglasses,04,5,2.2027,65,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00066.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_05.jpg
0009-sunglasses4_scene04,sunglasses,04,6,2.6033,77,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00078.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_06.jpg
0009-sunglasses4_scene04,sunglasses,04,7,3.0038,89,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene04/00090.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene04/frame_07.jpg
0009-sunglasses4_scene05,sunglasses,05,0,0.2086,7,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00008.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_00.jpg
0009-sunglasses4_scene05,sunglasses,05,1,0.6257,21,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00022.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_01.jpg
0009-sunglasses4_scene05,sunglasses,05,2,1.0428,34,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00035.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_02.jpg
0009-sunglasses4_scene05,sunglasses,05,3,1.4599,48,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00049.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_03.jpg
0009-sunglasses4_scene05,sunglasses,05,4,1.8771,62,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00063.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_04.jpg
0009-sunglasses4_scene05,sunglasses,05,5,2.2942,76,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00077.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_05.jpg
0009-sunglasses4_scene05,sunglasses,05,6,2.7113,89,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00090.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_06.jpg
0009-sunglasses4_scene05,sunglasses,05,7,3.1284,103,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene05/00104.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene05/frame_07.jpg
0009-sunglasses4_scene06,sunglasses,06,0,0.1627,5,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00006.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_00.jpg
0009-sunglasses4_scene06,sunglasses,06,1,0.4881,14,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00015.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_01.jpg
0009-sunglasses4_scene06,sunglasses,06,2,0.8134,24,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00025.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_02.jpg
0009-sunglasses4_scene06,sunglasses,06,3,1.1388,34,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00035.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_03.jpg
0009-sunglasses4_scene06,sunglasses,06,4,1.4642,43,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00044.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_04.jpg
0009-sunglasses4_scene06,sunglasses,06,5,1.7896,53,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00054.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_05.jpg
0009-sunglasses4_scene06,sunglasses,06,6,2.1149,63,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00064.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_06.jpg
0009-sunglasses4_scene06,sunglasses,06,7,2.4403,72,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene06/00073.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene06/frame_07.jpg
0009-sunglasses4_scene07,sunglasses,07,0,0.1878,6,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00007.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_00.jpg
0009-sunglasses4_scene07,sunglasses,07,1,0.5633,17,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00018.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_01.jpg
0009-sunglasses4_scene07,sunglasses,07,2,0.9387,28,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00029.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_02.jpg
0009-sunglasses4_scene07,sunglasses,07,3,1.3142,39,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00040.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_03.jpg
0009-sunglasses4_scene07,sunglasses,07,4,1.6898,50,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00051.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_04.jpg
0009-sunglasses4_scene07,sunglasses,07,5,2.0652,61,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00062.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_05.jpg
0009-sunglasses4_scene07,sunglasses,07,6,2.4407,72,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00073.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_06.jpg
0009-sunglasses4_scene07,sunglasses,07,7,2.8163,83,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0009-sunglasses4_scene07/00084.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0009-sunglasses4_scene07/frame_07.jpg
0010-sunglasses5_scene01,sunglasses,01,0,0.2086,9,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00010.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_00.jpg
0010-sunglasses5_scene01,sunglasses,01,1,0.6257,28,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00029.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_01.jpg
0010-sunglasses5_scene01,sunglasses,01,2,1.0428,47,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00048.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_02.jpg
0010-sunglasses5_scene01,sunglasses,01,3,1.4599,65,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00066.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_03.jpg
0010-sunglasses5_scene01,sunglasses,01,4,1.8771,84,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00085.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_04.jpg
0010-sunglasses5_scene01,sunglasses,01,5,2.2942,102,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00103.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_05.jpg
0010-sunglasses5_scene01,sunglasses,01,6,2.7113,121,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00122.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_06.jpg
0010-sunglasses5_scene01,sunglasses,01,7,3.1284,140,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene01/00141.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene01/frame_07.jpg
0010-sunglasses5_scene02,sunglasses,02,0,0.2086,13,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00014.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_00.jpg
0010-sunglasses5_scene02,sunglasses,02,1,0.6257,38,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00039.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_01.jpg
0010-sunglasses5_scene02,sunglasses,02,2,1.0428,63,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00064.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_02.jpg
0010-sunglasses5_scene02,sunglasses,02,3,1.4599,89,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00090.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_03.jpg
0010-sunglasses5_scene02,sunglasses,02,4,1.8771,114,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00115.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_04.jpg
0010-sunglasses5_scene02,sunglasses,02,5,2.2942,140,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00141.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_05.jpg
0010-sunglasses5_scene02,sunglasses,02,6,2.7113,165,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00166.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_06.jpg
0010-sunglasses5_scene02,sunglasses,02,7,3.1284,190,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene02/00191.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene02/frame_07.jpg
0010-sunglasses5_scene03,sunglasses,03,0,0.2086,9,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00010.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_00.jpg
0010-sunglasses5_scene03,sunglasses,03,1,0.6257,27,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00028.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_01.jpg
0010-sunglasses5_scene03,sunglasses,03,2,1.0428,44,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00045.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_02.jpg
0010-sunglasses5_scene03,sunglasses,03,3,1.4599,62,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00063.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_03.jpg
0010-sunglasses5_scene03,sunglasses,03,4,1.8771,80,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00081.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_04.jpg
0010-sunglasses5_scene03,sunglasses,03,5,2.2942,98,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00099.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_05.jpg
0010-sunglasses5_scene03,sunglasses,03,6,2.7113,115,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00116.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_06.jpg
0010-sunglasses5_scene03,sunglasses,03,7,3.1284,133,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene03/00134.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene03/frame_07.jpg
0010-sunglasses5_scene04,sunglasses,04,0,0.2086,8,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00009.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_00.jpg
0010-sunglasses5_scene04,sunglasses,04,1,0.6257,25,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00026.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_01.jpg
0010-sunglasses5_scene04,sunglasses,04,2,1.0428,42,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00043.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_02.jpg
0010-sunglasses5_scene04,sunglasses,04,3,1.4599,59,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00060.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_03.jpg
0010-sunglasses5_scene04,sunglasses,04,4,1.8771,75,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00076.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_04.jpg
0010-sunglasses5_scene04,sunglasses,04,5,2.2942,92,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00093.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_05.jpg
0010-sunglasses5_scene04,sunglasses,04,6,2.7113,109,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00110.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_06.jpg
0010-sunglasses5_scene04,sunglasses,04,7,3.1284,126,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0010-sunglasses5_scene04/00127.jpg,sunglasses,/data/liuluyan/sam3/sam3_pvtt_full/frames/0010-sunglasses5_scene04/frame_07.jpg
0011-handbag1_scene01,handbag,01,0,0.2008,5,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00006.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_00.jpg
0011-handbag1_scene01,handbag,01,1,0.6023,14,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00015.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_01.jpg
0011-handbag1_scene01,handbag,01,2,1.0038,24,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00025.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_02.jpg
0011-handbag1_scene01,handbag,01,3,1.4053,33,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00034.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_03.jpg
0011-handbag1_scene01,handbag,01,4,1.8068,43,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00044.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_04.jpg
0011-handbag1_scene01,handbag,01,5,2.2083,52,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00053.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_05.jpg
0011-handbag1_scene01,handbag,01,6,2.6098,62,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00063.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_06.jpg
0011-handbag1_scene01,handbag,01,7,3.0112,71,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene01/00072.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene01/frame_07.jpg
0011-handbag1_scene02,handbag,02,0,0.1356,3,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00004.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_00.jpg
0011-handbag1_scene02,handbag,02,1,0.4067,10,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00011.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_01.jpg
0011-handbag1_scene02,handbag,02,2,0.6778,16,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00017.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_02.jpg
0011-handbag1_scene02,handbag,02,3,0.9489,22,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00023.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_03.jpg
0011-handbag1_scene02,handbag,02,4,1.2201,29,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00030.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_04.jpg
0011-handbag1_scene02,handbag,02,5,1.4912,35,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00036.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_05.jpg
0011-handbag1_scene02,handbag,02,6,1.7623,41,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00042.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_06.jpg
0011-handbag1_scene02,handbag,02,7,2.0334,48,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene02/00049.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene02/frame_07.jpg
0011-handbag1_scene03,handbag,03,0,0.133,3,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00004.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_00.jpg
0011-handbag1_scene03,handbag,03,1,0.399,9,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00010.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_01.jpg
0011-handbag1_scene03,handbag,03,2,0.665,16,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00017.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_02.jpg
0011-handbag1_scene03,handbag,03,3,0.931,22,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00023.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_03.jpg
0011-handbag1_scene03,handbag,03,4,1.197,28,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00029.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_04.jpg
0011-handbag1_scene03,handbag,03,5,1.463,34,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00035.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_05.jpg
0011-handbag1_scene03,handbag,03,6,1.729,41,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00042.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_06.jpg
0011-handbag1_scene03,handbag,03,7,1.995,47,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0011-handbag1_scene03/00048.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0011-handbag1_scene03/frame_07.jpg
0012-handbag2,handbag,,0,0.1042,24,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00025.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_00.jpg
0012-handbag2,handbag,,1,0.3126,73,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00074.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_01.jpg
0012-handbag2,handbag,,2,0.5209,121,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00122.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_02.jpg
0012-handbag2,handbag,,3,0.7293,169,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00170.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_03.jpg
0012-handbag2,handbag,,4,0.9377,218,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00219.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_04.jpg
0012-handbag2,handbag,,5,1.1461,266,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00267.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_05.jpg
0012-handbag2,handbag,,6,1.3544,314,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00315.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_06.jpg
0012-handbag2,handbag,,7,1.5628,363,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0012-handbag2/00364.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0012-handbag2/frame_07.jpg
0013-handbag3_scene01,handbag,01,0,0.0948,6,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0013-handbag3_scene01/00007.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0013-handbag3_scene01/frame_00.jpg
0013-handbag3_scene01,handbag,01,4,0.8533,51,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0013-handbag3_scene01/00052.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0013-handbag3_scene01/frame_04.jpg
0014-handbag4,handbag,,0,0.2084,10,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0014-handbag4/00011.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0014-handbag4/frame_00.jpg
0014-handbag4,handbag,,1,0.6251,30,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0014-handbag4/00031.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0014-handbag4/frame_01.jpg
0014-handbag4,handbag,,2,1.0419,50,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0014-handbag4/00051.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0014-handbag4/frame_02.jpg
0014-handbag4,handbag,,3,1.4586,70,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0014-handbag4/00071.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0014-handbag4/frame_03.jpg
0014-handbag4,handbag,,4,1.8754,91,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0014-handbag4/00092.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0014-handbag4/frame_04.jpg
0014-handbag4,handbag,,5,2.2921,111,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0014-handbag4/00112.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0014-handbag4/frame_05.jpg
0014-handbag4,handbag,,6,2.7089,131,/data/datasets/pvtt_new/pvtt-evaluation/datasets_new/masks/0014-handbag4/00132.jpg,handbag,/data/liuluyan/sam3/sam3_pvtt_full/frames/0014-handbag4/frame_06.jpg
